# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	115533	116003	-	AQQ58824.1			2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase			XJ32_00510	471	156	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	116453	116713	-							XJ32_00515	261		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	116453	116713	-	AQQ58825.1			hypothetical protein			XJ32_00515	261	86	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	116722	116952	-							XJ32_00520	231		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	116722	116952	-	AQQ58826.1			hypothetical protein			XJ32_00520	231	76	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	119392	119610	-				hypothetical protein			XJ32_00525	219		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	119746	120690	+							XJ32_00530	945		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	119746	120690	+	AQQ58827.1			biotin synthase			XJ32_00530	945	314	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	121072	122109	-							XJ32_00535	1038		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	121072	122109	-	AQQ58828.1			UDP-galactose-4-epimerase			XJ32_00535	1038	345	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	122191	122661	+							XJ32_00540	471		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	122191	122661	+	AQQ58829.1			VdlD			XJ32_00540	471	156	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	122972	124240	-							XJ32_00545	1269		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	122972	124240	-	AQQ58830.1			hypothetical protein			XJ32_00545	1269	422	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	125268	126203	+							XJ32_00550	936		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	125268	126203	+	AQQ60610.1			hypothetical protein			XJ32_00550	936	311	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	126225	126485	+							XJ32_00555	261		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	126225	126485	+	AQQ58831.1			hypothetical protein			XJ32_00555	261	86	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	128757	129071	-				hypothetical protein			XJ32_00560	315		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	129190	129600	-				hypothetical protein			XJ32_00565	411		pseudo
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	130700	131128	-				hypothetical protein			XJ32_00570	429		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	132552	133436	-							XJ32_00575	885		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	132552	133436	-	AQQ58832.1			hypothetical protein			XJ32_00575	885	294	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	133822	135279	-							XJ32_00580	1458		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	133822	135279	-	AQQ58833.1			hypothetical protein			XJ32_00580	1458	485	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	135377	135640	+							XJ32_00585	264		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	135377	135640	+	AQQ58834.1			hypothetical protein			XJ32_00585	264	87	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	135648	136754	+							XJ32_00590	1107		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	135648	136754	+	AQQ58835.1			hypothetical protein			XJ32_00590	1107	368	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	136845	137135	+							XJ32_00595	291		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	136845	137135	+	AQQ58836.1			hypothetical protein			XJ32_00595	291	96	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	137128	137628	+							XJ32_00600	501		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	137128	137628	+	AQQ60611.1			hypothetical protein			XJ32_00600	501	166	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	138086	138271	-							XJ32_00605	186		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	138086	138271	-	AQQ58837.1			hypothetical protein			XJ32_00605	186	61	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	138563	139588	-							XJ32_00610	1026		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	138563	139588	-	AQQ58838.1			ketol-acid reductoisomerase			XJ32_00610	1026	341	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	139669	142464	+							XJ32_00615	2796		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	139669	142464	+	AQQ58839.1			phosphoenolpyruvate carboxylase			XJ32_00615	2796	931	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	142907	143149	-							XJ32_00620	243		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	142907	143149	-	AQQ58840.1			hypothetical protein			XJ32_00620	243	80	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	143645	145642	-							XJ32_00625	1998		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	143645	145642	-	AQQ58841.1			transketolase			XJ32_00625	1998	665	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	146253	146807	-							XJ32_00630	555		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	146253	146807	-	AQQ58842.1			fumarate hydratase			XJ32_00630	555	184	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	146836	147510	-							XJ32_00635	675		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	146836	147510	-	AQQ58843.1			hemerythrin-like metal-binding domain-containing protein			XJ32_00635	675	224	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	147540	148178	-							XJ32_00640	639		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	147540	148178	-	AQQ58844.1			hemerythrin-like metal-binding domain-containing protein			XJ32_00640	639	212	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	148432	149277	-							XJ32_00645	846		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	148432	149277	-	AQQ58845.1			fumarate hydratase			XJ32_00645	846	281	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	149525	150409	+							XJ32_00650	885		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	149525	150409	+	AQQ58846.1			hypothetical protein			XJ32_00650	885	294	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	150706	151086	-							XJ32_00655	381		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	150706	151086	-	AQQ58847.1			deaminase			XJ32_00655	381	126	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	151272	151946	+							XJ32_00660	675		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	151272	151946	+	AQQ58848.1			hypothetical protein			XJ32_00660	675	224	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	152186	152680	-							XJ32_00665	495		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	152186	152680	-	AQQ58849.1			hypothetical protein			XJ32_00665	495	164	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	153241	154062	+							XJ32_00670	822		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	153241	154062	+	AQQ60612.1			hypothetical protein			XJ32_00670	822	273	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	154223	154663	+							XJ32_00675	441		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	154223	154663	+	AQQ58850.1			hypothetical protein			XJ32_00675	441	146	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	155105	155629	+							XJ32_00680	525		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	155105	155629	+	AQQ58851.1			acetyltransferase			XJ32_00680	525	174	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	155714	156502	+					flgG		XJ32_00685	789		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	155714	156502	+	AQQ58852.1			flagellar basal body rod protein FlgG	flgG		XJ32_00685	789	262	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	157007	157642	-							XJ32_00690	636		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	157007	157642	-	AQQ58853.1			hypothetical protein			XJ32_00690	636	211	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	157815	158366	-							XJ32_00695	552		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	157815	158366	-	AQQ58854.1			hypothetical protein			XJ32_00695	552	183	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	158643	159077	+							XJ32_00700	435		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	158643	159077	+	AQQ58855.1			hypothetical protein			XJ32_00700	435	144	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	159074	160063	+							XJ32_00705	990		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	159074	160063	+	AQQ58856.1			hypothetical protein			XJ32_00705	990	329	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	160057	161313	+							XJ32_00710	1257		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	160057	161313	+	AQQ58857.1			hypothetical protein			XJ32_00710	1257	418	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	161310	162272	+							XJ32_00715	963		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	161310	162272	+	AQQ58858.1			hypothetical protein			XJ32_00715	963	320	
gene	pseudogene	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	162245	162919	+				hypothetical protein			XJ32_00720	675		pseudo
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	164065	164811	+							XJ32_00725	747		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	164065	164811	+	AQQ58859.1			hypothetical protein			XJ32_00725	747	248	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	164808	166022	+							XJ32_00730	1215		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	164808	166022	+	AQQ58860.1			hypothetical protein			XJ32_00730	1215	404	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	166148	166702	-							XJ32_00735	555		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	166148	166702	-	AQQ58861.1			hypothetical protein			XJ32_00735	555	184	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	166817	168076	+							XJ32_00740	1260		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	166817	168076	+	AQQ58862.1			histidine kinase			XJ32_00740	1260	419	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	168198	169025	-							XJ32_00745	828		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	168198	169025	-	AQQ58863.1			2-dehydro-3-deoxyphosphooctonate aldolase			XJ32_00745	828	275	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	169096	170154	-							XJ32_00750	1059		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	169096	170154	-	AQQ58864.1			ATPase			XJ32_00750	1059	352	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	170174	170935	-							XJ32_00755	762		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	170174	170935	-	AQQ58865.1			hypothetical protein			XJ32_00755	762	253	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	171093	171596	+							XJ32_00760	504		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	171093	171596	+	AQQ58866.1			lipoprotein			XJ32_00760	504	167	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	171920	172921	+							XJ32_00765	1002		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	171920	172921	+	AQQ60613.1			cytochrome C peroxidase			XJ32_00765	1002	333	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	173067	174248	+							XJ32_00770	1182		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	173067	174248	+	AQQ58867.1			hypothetical protein			XJ32_00770	1182	393	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	174359	175087	+							XJ32_00775	729		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	174359	175087	+	AQQ58868.1			hypothetical protein			XJ32_00775	729	242	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	175178	175792	+							XJ32_00780	615		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	175178	175792	+	AQQ58869.1			hypothetical protein			XJ32_00780	615	204	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	176474	177637	+							XJ32_00785	1164		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	176474	177637	+	AQQ58870.1			hypothetical protein			XJ32_00785	1164	387	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	177650	177844	+							XJ32_00790	195		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	177650	177844	+	AQQ58871.1			hypothetical protein			XJ32_00790	195	64	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	178063	178293	+							XJ32_00795	231		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	178063	178293	+	AQQ58872.1			hypothetical protein			XJ32_00795	231	76	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	178476	178682	+							XJ32_00800	207		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	178476	178682	+	AQQ58873.1			hypothetical protein			XJ32_00800	207	68	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	178679	179113	+							XJ32_00805	435		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	178679	179113	+	AQQ58874.1			hypothetical protein			XJ32_00805	435	144	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	179126	179464	+							XJ32_00810	339		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	179126	179464	+	AQQ58875.1			hypothetical protein			XJ32_00810	339	112	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	179466	179768	+							XJ32_00815	303		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	179466	179768	+	AQQ58876.1			hypothetical protein			XJ32_00815	303	100	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	179921	180460	+							XJ32_00820	540		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	179921	180460	+	AQQ58877.1			hypothetical protein			XJ32_00820	540	179	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	180519	180725	+							XJ32_00825	207		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	180519	180725	+	AQQ60614.1			hypothetical protein			XJ32_00825	207	68	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	180731	181069	+							XJ32_00830	339		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	180731	181069	+	AQQ58878.1			hypothetical protein			XJ32_00830	339	112	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	181318	181824	+							XJ32_00835	507		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	181318	181824	+	AQQ58879.1			hypothetical protein			XJ32_00835	507	168	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	181908	182426	+							XJ32_00840	519		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	181908	182426	+	AQQ58880.1			hypothetical protein			XJ32_00840	519	172	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	182664	183323	+							XJ32_00845	660		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	182664	183323	+	AQQ58881.1			chromosome partitioning protein ParA			XJ32_00845	660	219	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	183403	183612	+							XJ32_00850	210		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	183403	183612	+	AQQ58882.1			hypothetical protein			XJ32_00850	210	69	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	183605	183895	+							XJ32_00855	291		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	183605	183895	+	AQQ58883.1			hypothetical protein			XJ32_00855	291	96	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	184443	185492	+							XJ32_00860	1050		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	184443	185492	+	AQQ58884.1			microcin ABC transporter permease			XJ32_00860	1050	349	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	185611	186198	+							XJ32_00865	588		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	185611	186198	+	AQQ60615.1			hypothetical protein			XJ32_00865	588	195	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	186221	187033	-							XJ32_00870	813		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	186221	187033	-	AQQ58885.1			ABC transporter			XJ32_00870	813	270	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	187119	188201	+							XJ32_00875	1083		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	187119	188201	+	AQQ58886.1			UDP-diphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase			XJ32_00875	1083	360	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	188286	189350	+							XJ32_00880	1065		
CDS	with_protein	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	188286	189350	+	AQQ58887.1			ATP-binding protein			XJ32_00880	1065	354	
gene	protein_coding	GCA_001999985.1	Primary Assembly	chromosome		CP019645.1	189365	189775	+							XJ32_00885	411		
